T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
29.5,33.2,26.1,1003.8,80.0,4.0,1.9,3.5,22.43
30.5,34.5,26.6,1002.7,76.0,4.0,1.9,3.5,23.28
29.9,34.5,27.6,1002.9,84.0,4.0,1.1,3.5,25.48
31.3,35.6,28.2,1006.8,76.0,4.0,3.9,5.4,13.37
31.4,35.6,29.0,1006.7,76.0,4.0,3.3,5.4,11.86
31.7,35.4,28.5,1007.1,74.0,4.0,3.5,5.4,16.45
29.5,34.5,24.9,1004.5,81.0,4.0,2.4,5.4,10.17
31.3,35.2,27.5,1006.3,75.0,3.7,1.5,7.6,26.07
30.8,35.0,27.6,1007.0,74.0,4.0,2.2,5.4,8.86
30.7,34.7,26.6,1006.1,76.0,4.0,1.9,3.5,16.86
26.6,28.2,24.7,1005.6,95.0,3.7,2.0,5.4,11.93
28.1,29.6,25.9,1006.9,88.0,4.0,3.1,5.4,15.4
28.3,30.8,26.2,1005.3,89.0,3.7,0.7,3.5,23.5
28.4,31.9,26.6,1003.0,85.0,3.7,3.7,7.6,14.95
28.2,29.6,26.5,1002.9,89.0,4.0,3.7,7.6,9.63
29.4,32.6,26.8,1005.3,81.0,4.0,3.0,5.4,12.78
30.2,33.7,26.8,1006.7,73.0,4.0,0.7,1.9,19.19
29.3,33.8,26.8,1006.9,80.0,4.0,1.1,3.5,18.81
29.4,33.6,27.1,1005.5,82.0,4.0,0.2,1.9,26.37
